Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,STOP,793.960,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,23795,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,STOP,800.133,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,23980,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,START,801.567,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,24023,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,806.306,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,24165,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,START,1211.510,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,36309,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,START,1212.344,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,36334,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,STOP,1236.469,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,37057,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,STOP,1236.802,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,37067,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Engaging with Environment,Affiliative,START,1237.303,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,37082,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Leaving/Avoiding Horses,Avoidant,START,1237.336,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,37083,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Leaving/Avoiding Horses,Avoidant,STOP,1240.206,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,37169,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Engaging with Environment,Affiliative,STOP,1243.542,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,37269,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,START,1243.943,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,37281,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,1246.445,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,37356,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,START,1264.997,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,37912,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,START,1265.498,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,37927,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,STOP,1278.144,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,38307,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,START,1278.911,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,38329,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,STOP,1282.848,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,38447,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,1283.582,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,38469,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,START,1318.551,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,39517,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,START,1319.451,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,39544,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,STOP,1400.132,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,41962,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Engaging with Environment,Affiliative,START,1400.399,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,41970,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Engaging with Environment,Affiliative,STOP,1404.637,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,42097,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,START,1404.970,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,42107,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,STOP,1406.906,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,42165,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,1408.040,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,42199,NA,
